;   characteristic Earth spectrum at quadrature phase
;   from Virtual Planetary Laboratory 3-D spectral Earth model:
;   Robinson, T.D, Meadows, V.S., et al. 2011, Astrobiology, 11, 393.
;
;   contact: Tyler Robinson (robinson.tyler.d@gmail.com)
;
;   wavelength    intensity   solar flux   reflectance
;     [um]      [W/m**2/um/sr][W/m**2/um]
     0.119082 -7.34149e-14     0.102069 -2.25964e-12
     0.119083 -7.34530e-14     0.102122 -2.25964e-12
     0.119084 -7.34934e-14     0.102178 -2.25964e-12
     0.119086 -7.35339e-14     0.102235 -2.25964e-12
     0.119087 -7.35746e-14     0.102291 -2.25964e-12
     0.119089 -7.36150e-14     0.102347 -2.25964e-12
     0.119090 -7.36531e-14     0.102400 -2.25964e-12
     0.119092 -7.36935e-14     0.102457 -2.25964e-12
     0.119093 -7.37339e-14     0.102513 -2.25964e-12
     0.119094 -7.37746e-14     0.102569 -2.25964e-12
     0.119096 -7.38151e-14     0.102626 -2.25964e-12
     0.119097 -7.38575e-14     0.102685 -2.25964e-12
     0.119099 -7.38995e-14     0.102743 -2.25964e-12
     0.119100 -7.39360e-14     0.102794 -2.25964e-12
     0.119102 -7.39870e-14     0.102864 -2.25964e-12
     0.119103 -7.40603e-14     0.102966 -2.25964e-12
     0.119104 -7.41222e-14     0.103052 -2.25964e-12
     0.119106 -7.41805e-14     0.103134 -2.25964e-12
     0.119107 -7.42424e-14     0.103220 -2.25964e-12
     0.119109 -7.43048e-14     0.103306 -2.25964e-12
     0.119110 -7.43668e-14     0.103393 -2.25964e-12
     0.119111 -7.44292e-14     0.103479 -2.25964e-12
     0.119113 -7.44914e-14     0.103566 -2.25964e-12
     0.119114 -7.45491e-14     0.103646 -2.25964e-12
     0.119116 -7.46114e-14     0.103733 -2.25964e-12
     0.119117 -7.46734e-14     0.103819 -2.25964e-12
     0.119119 -7.47361e-14     0.103906 -2.25964e-12
     0.119120 -7.47980e-14     0.103992 -2.25964e-12
     0.119121 -7.48557e-14     0.104072 -2.25964e-12
     0.119123 -7.49179e-14     0.104159 -2.25964e-12
     0.119124 -7.49803e-14     0.104246 -2.25964e-12
     0.119126 -7.50427e-14     0.104332 -2.25964e-12
     0.119127 -7.51046e-14     0.104418 -2.25964e-12
     0.119128 -7.51626e-14     0.104499 -2.25964e-12
     0.119130 -7.52245e-14     0.104585 -2.25964e-12
     0.119131 -7.52872e-14     0.104672 -2.25964e-12
     0.119133 -7.53493e-14     0.104759 -2.25964e-12
     0.119134 -7.54115e-14     0.104845 -2.25964e-12
     0.119136 -7.54693e-14     0.104925 -2.25964e-12
     0.119137 -7.55318e-14     0.105012 -2.25964e-12
     0.119138 -7.55938e-14     0.105098 -2.25964e-12
     0.119140 -7.56562e-14     0.105185 -2.25964e-12
     0.119141 -7.57181e-14     0.105271 -2.25964e-12
     0.119143 -7.57762e-14     0.105352 -2.25964e-12
     0.119144 -7.58383e-14     0.105438 -2.25964e-12
     0.119145 -7.59007e-14     0.105525 -2.25964e-12
     0.119147 -7.59628e-14     0.105612 -2.25964e-12
     0.119148 -7.60348e-14     0.105712 -2.25964e-12
     0.119150 -7.60829e-14     0.105778 -2.25964e-12
     0.119151 -7.61139e-14     0.105822 -2.25964e-12
     0.119153 -7.61483e-14     0.105869 -2.25964e-12
     0.119154 -7.61772e-14     0.105910 -2.25964e-12
     0.119155 -7.62061e-14     0.105950 -2.25964e-12
     0.119157 -7.62347e-14     0.105989 -2.25964e-12
     0.119158 -7.62616e-14     0.106027 -2.25964e-12
     0.119160 -7.62903e-14     0.106067 -2.25964e-12
     0.119161 -7.63192e-14     0.106107 -2.25964e-12
     0.119163 -7.63478e-14     0.106147 -2.25964e-12
     0.119164 -7.63766e-14     0.106187 -2.25964e-12
     0.119165 -7.64036e-14     0.106224 -2.25964e-12
     0.119167 -7.64323e-14     0.106264 -2.25964e-12
     0.119168 -7.64611e-14     0.106304 -2.25964e-12
     0.119170 -7.64898e-14     0.106344 -2.25964e-12
     0.119171 -7.65186e-14     0.106384 -2.25964e-12
     0.119172 -7.65456e-14     0.106422 -2.25964e-12
     0.119174 -7.65742e-14     0.106462 -2.25964e-12
     0.119175 -7.66031e-14     0.106502 -2.25964e-12
     0.119177 -7.66320e-14     0.106542 -2.25964e-12
     0.119178 -7.66605e-14     0.106582 -2.25964e-12
     0.119180 -7.66875e-14     0.106619 -2.25964e-12
     0.119181 -7.67162e-14     0.106659 -2.25964e-12
     0.119182 -7.67451e-14     0.106699 -2.25964e-12
     0.119184 -7.67739e-14     0.106739 -2.25964e-12
     0.119185 -7.68025e-14     0.106779 -2.25964e-12
     0.119187 -7.68295e-14     0.106817 -2.25964e-12
     0.119188 -7.68583e-14     0.106857 -2.25964e-12
     0.119190 -7.68870e-14     0.106896 -2.25964e-12
     0.119191 -7.69158e-14     0.106936 -2.25964e-12
     0.119192 -7.69428e-14     0.106974 -2.25964e-12
     0.119194 -7.69714e-14     0.107014 -2.25964e-12
     0.119195 -7.70002e-14     0.107054 -2.25964e-12
     0.119197 -7.70292e-14     0.107094 -2.25964e-12
     0.119198 -7.70635e-14     0.107142 -2.25964e-12
     0.119199 -7.71050e-14     0.107200 -2.25964e-12
     0.119201 -7.71994e-14     0.107331 -2.25964e-12
     0.119202 -7.73872e-14     0.107592 -2.25964e-12
     0.119204 -7.75950e-14     0.107881 -2.25964e-12
     0.119205 -7.77884e-14     0.108150 -2.25964e-12
     0.119207 -7.79696e-14     0.108402 -2.25964e-12
     0.119208 -7.81630e-14     0.108670 -2.25964e-12
     0.119209 -7.83558e-14     0.108939 -2.25964e-12
     0.119211 -7.85495e-14     0.109208 -2.25964e-12
     0.119212 -7.87428e-14     0.109477 -2.25964e-12
     0.119214 -7.89231e-14     0.109727 -2.25964e-12
     0.119215 -7.91165e-14     0.109996 -2.25964e-12
     0.119217 -7.93103e-14     0.110266 -2.25964e-12
     0.119218 -7.95037e-14     0.110534 -2.25964e-12
     0.119219 -7.96849e-14     0.110786 -2.25964e-12
     0.119221 -7.98772e-14     0.111054 -2.25964e-12
     0.119222 -8.00709e-14     0.111323 -2.25964e-12
     0.119224 -8.02647e-14     0.111593 -2.25964e-12
     0.119225 -8.04581e-14     0.111861 -2.25964e-12
     0.119226 -8.06384e-14     0.112112 -2.25964e-12
     0.119228 -8.08317e-14     0.112381 -2.25964e-12
     0.119229 -8.10254e-14     0.112650 -2.25964e-12
     0.119231 -8.12192e-14     0.112920 -2.25964e-12
     0.119232 -8.14125e-14     0.113188 -2.25964e-12
     0.119234 -8.15928e-14     0.113439 -2.25964e-12
     0.119235 -8.17862e-14     0.113708 -2.25964e-12
     0.119236 -8.19799e-14     0.113977 -2.25964e-12
     0.119238 -8.21733e-14     0.114246 -2.25964e-12
     0.119239 -8.23546e-14     0.114498 -2.25964e-12
     0.119241 -8.25479e-14     0.114767 -2.25964e-12
     0.119242 -8.27406e-14     0.115035 -2.25964e-12
     0.119244 -8.29344e-14     0.115304 -2.25964e-12
     0.119245 -8.31278e-14     0.115573 -2.25964e-12
     0.119246 -8.33090e-14     0.115825 -2.25964e-12
     0.119248 -8.35297e-14     0.116132 -2.25964e-12
     0.119249 -8.37226e-14     0.116400 -2.25964e-12
     0.119251 -8.38836e-14     0.116624 -2.25964e-12
     0.119252 -8.41114e-14     0.116941 -2.25964e-12
     0.119253 -8.43627e-14     0.117290 -2.25964e-12
     0.119255 -8.45994e-14     0.117619 -2.25964e-12
     0.119256 -8.48358e-14     0.117948 -2.25964e-12
     0.119258 -8.50717e-14     0.118276 -2.25964e-12
     0.119259 -8.52928e-14     0.118583 -2.25964e-12
     0.119261 -8.55288e-14     0.118911 -2.25964e-12
     0.119262 -8.57652e-14     0.119240 -2.25964e-12
     0.119263 -8.60004e-14     0.119567 -2.25964e-12
     0.119265 -8.62374e-14     0.119896 -2.25964e-12
     0.119266 -8.64574e-14     0.120202 -2.25964e-12
     0.119268 -8.66934e-14     0.120530 -2.25964e-12
     0.119269 -8.69298e-14     0.120859 -2.25964e-12
     0.119271 -8.71658e-14     0.121187 -2.25964e-12
     0.119272 -8.73869e-14     0.121495 -2.25964e-12
     0.119273 -8.76229e-14     0.121823 -2.25964e-12
     0.119275 -8.78593e-14     0.122151 -2.25964e-12
     0.119276 -8.80954e-14     0.122480 -2.25964e-12
     0.119278 -8.83165e-14     0.122787 -2.25964e-12
     0.119279 -8.85524e-14     0.123115 -2.25964e-12
     0.119281 -8.87888e-14     0.123444 -2.25964e-12
     0.119282 -8.90251e-14     0.123772 -2.25964e-12
     0.119283 -8.92611e-14     0.124100 -2.25964e-12
     0.119285 -8.94822e-14     0.124408 -2.25964e-12
     0.119286 -8.97182e-14     0.124736 -2.25964e-12
     0.119288 -8.99546e-14     0.125064 -2.25964e-12
     0.119289 -9.01906e-14     0.125393 -2.25964e-12
     0.119290 -9.04117e-14     0.125700 -2.25964e-12
     0.119292 -9.06477e-14     0.126028 -2.25964e-12
     0.119293 -9.08841e-14     0.126357 -2.25964e-12
     0.119295 -9.11202e-14     0.126685 -2.25964e-12
     0.119296 -9.13413e-14     0.126992 -2.25964e-12
     0.119298 -9.16041e-14     0.127358 -2.25964e-12
     0.119299 -9.18520e-14     0.127702 -2.25964e-12
     0.119300 -9.20480e-14     0.127975 -2.25964e-12
     0.119302 -9.23177e-14     0.128350 -2.25964e-12
     0.119303 -9.26493e-14     0.128811 -2.25964e-12
     0.119305 -9.29504e-14     0.129229 -2.25964e-12
     0.119306 -9.32507e-14     0.129647 -2.25964e-12
     0.119308 -9.35506e-14     0.130064 -2.25964e-12
     0.119309 -9.38315e-14     0.130454 -2.25964e-12
     0.119310 -9.41313e-14     0.130871 -2.25964e-12
     0.119312 -9.44317e-14     0.131289 -2.25964e-12
     0.119313 -9.47317e-14     0.131706 -2.25964e-12
     0.119315 -9.50126e-14     0.132097 -2.25964e-12
     0.119316 -9.53124e-14     0.132513 -2.25964e-12
     0.119318 -9.56127e-14     0.132931 -2.25964e-12
     0.119319 -9.59131e-14     0.133349 -2.25964e-12
     0.119320 -9.62128e-14     0.133765 -2.25964e-12
     0.119322 -9.64953e-14     0.134158 -2.25964e-12
     0.119323 -9.67953e-14     0.134575 -2.25964e-12
     0.119325 -9.70957e-14     0.134993 -2.25964e-12
     0.119326 -9.73955e-14     0.135409 -2.25964e-12
     0.119327 -9.76764e-14     0.135800 -2.25964e-12
     0.119329 -9.79764e-14     0.136217 -2.25964e-12
     0.119330 -9.82767e-14     0.136635 -2.25964e-12
     0.119332 -9.85765e-14     0.137052 -2.25964e-12
     0.119333 -9.88575e-14     0.137442 -2.25964e-12
     0.119335 -9.91589e-14     0.137861 -2.25964e-12
     0.119336 -9.94593e-14     0.138279 -2.25964e-12
     0.119337 -9.97591e-14     0.138696 -2.25964e-12
     0.119339 -1.00040e-13     0.139086 -2.25964e-12
     0.119340 -1.00340e-13     0.139503 -2.25964e-12
     0.119342 -1.00640e-13     0.139921 -2.25964e-12
     0.119343 -1.00940e-13     0.140338 -2.25964e-12
     0.119345 -1.01223e-13     0.140730 -2.25964e-12
     0.119346 -1.01523e-13     0.141147 -2.25964e-12
     0.119347 -1.01849e-13     0.141601 -2.25964e-12
     0.119349 -1.02157e-13     0.142030 -2.25964e-12
     0.119350 -1.02309e-13     0.142241 -2.25964e-12
     0.119352 -1.02385e-13     0.142346 -2.25964e-12
     0.119353 -1.02433e-13     0.142413 -2.25964e-12
     0.119355 -1.02470e-13     0.142464 -2.25964e-12
     0.119356 -1.02504e-13     0.142512 -2.25964e-12
     0.119357 -1.02541e-13     0.142564 -2.25964e-12
     0.119359 -1.02578e-13     0.142615 -2.25964e-12
     0.119360 -1.02615e-13     0.142667 -2.25964e-12
     0.119362 -1.02650e-13     0.142715 -2.25964e-12
     0.119363 -1.02687e-13     0.142766 -2.25964e-12
     0.119365 -1.02724e-13     0.142817 -2.25964e-12
     0.119366 -1.02761e-13     0.142869 -2.25964e-12
     0.119367 -1.02795e-13     0.142917 -2.25964e-12
     0.119369 -1.02832e-13     0.142968 -2.25964e-12
     0.119370 -1.02869e-13     0.143019 -2.25964e-12
     0.119372 -1.02906e-13     0.143071 -2.25964e-12
     0.119373 -1.02941e-13     0.143119 -2.25964e-12
     0.119374 -1.02978e-13     0.143170 -2.25964e-12
     0.119376 -1.03015e-13     0.143222 -2.25964e-12
     0.119377 -1.03052e-13     0.143273 -2.25964e-12
     0.119379 -1.03086e-13     0.143321 -2.25964e-12
     0.119380 -1.03123e-13     0.143373 -2.25964e-12
     0.119382 -1.03160e-13     0.143424 -2.25964e-12
     0.119383 -1.03197e-13     0.143476 -2.25964e-12
     0.119384 -1.03232e-13     0.143523 -2.25964e-12
     0.119386 -1.03268e-13     0.143575 -2.25964e-12
     0.119387 -1.03306e-13     0.143626 -2.25964e-12
     0.119389 -1.03343e-13     0.143678 -2.25964e-12
     0.119390 -1.03377e-13     0.143726 -2.25964e-12
     0.119392 -1.03414e-13     0.143777 -2.25964e-12
     0.119393 -1.03451e-13     0.143829 -2.25964e-12
     0.119394 -1.03488e-13     0.143880 -2.25964e-12
     0.119396 -1.03523e-13     0.143928 -2.25964e-12
     0.119397 -1.03561e-13     0.143982 -2.25964e-12
     0.119399 -1.03593e-13     0.144026 -2.25964e-12
     0.119400 -1.03520e-13     0.143925 -2.25964e-12
     0.119402 -1.03255e-13     0.143555 -2.25964e-12
     0.119403 -1.02763e-13     0.142872 -2.25964e-12
     0.119404 -1.02339e-13     0.142282 -2.25964e-12
     0.119406 -1.01918e-13     0.141697 -2.25964e-12
     0.119407 -1.01526e-13     0.141152 -2.25964e-12
     0.119409 -1.01101e-13     0.140562 -2.25964e-12
     0.119410 -1.00680e-13     0.139976 -2.25964e-12
     0.119412 -1.00257e-13     0.139389 -2.25964e-12
     0.119413 -9.98654e-14     0.138843 -2.25964e-12
     0.119414 -9.94428e-14     0.138256 -2.25964e-12
     0.119416 -9.90193e-14     0.137667 -2.25964e-12
     0.119417 -9.85989e-14     0.137083 -2.25964e-12
     0.119419 -9.82048e-14     0.136535 -2.25964e-12
     0.119420 -9.77819e-14     0.135947 -2.25964e-12
     0.119422 -9.73607e-14     0.135361 -2.25964e-12
     0.119423 -9.69383e-14     0.134774 -2.25964e-12
     0.119424 -9.65463e-14     0.134229 -2.25964e-12
     0.119426 -9.61234e-14     0.133641 -2.25964e-12
     0.119427 -9.57006e-14     0.133053 -2.25964e-12
     0.119429 -9.53065e-14     0.132505 -2.25964e-12
     0.119430 -9.48861e-14     0.131921 -2.25964e-12
     0.119432 -9.44648e-14     0.131335 -2.25964e-12
     0.119433 -9.40400e-14     0.130744 -2.25964e-12
     0.119434 -9.36479e-14     0.130199 -2.25964e-12
     0.119436 -9.32254e-14     0.129612 -2.25964e-12
     0.119437 -9.28041e-14     0.129026 -2.25964e-12
     0.119439 -9.23813e-14     0.128438 -2.25964e-12
     0.119440 -9.19873e-14     0.127891 -2.25964e-12
     0.119441 -9.15646e-14     0.127303 -2.25964e-12
     0.119443 -9.11433e-14     0.126717 -2.25964e-12
     0.119444 -9.07207e-14     0.126129 -2.25964e-12
     0.119446 -9.03267e-14     0.125582 -2.25964e-12
     0.119447 -8.99038e-14     0.124994 -2.25964e-12
     0.119449 -8.94169e-14     0.124317 -2.25964e-12
     0.119450 -8.91544e-14     0.123952 -2.25964e-12
     0.119451 -8.90226e-14     0.123769 -2.25964e-12
     0.119453 -8.89231e-14     0.123630 -2.25964e-12
     0.119454 -8.88464e-14     0.123524 -2.25964e-12
     0.119456 -8.87743e-14     0.123423 -2.25964e-12
     0.119457 -8.86977e-14     0.123317 -2.25964e-12
     0.119459 -8.86206e-14     0.123210 -2.25964e-12
     0.119460 -8.85440e-14     0.123103 -2.25964e-12
     0.119461 -8.84719e-14     0.123003 -2.25964e-12
     0.119463 -8.83953e-14     0.122896 -2.25964e-12
     0.119464 -8.83181e-14     0.122789 -2.25964e-12
     0.119466 -8.82416e-14     0.122683 -2.25964e-12
     0.119467 -8.81694e-14     0.122582 -2.25964e-12
     0.119469 -8.80924e-14     0.122475 -2.25964e-12
     0.119470 -8.80158e-14     0.122369 -2.25964e-12
     0.119471 -8.79436e-14     0.122269 -2.25964e-12
     0.119473 -8.78670e-14     0.122162 -2.25964e-12
     0.119474 -8.77899e-14     0.122055 -2.25964e-12
     0.119476 -8.77133e-14     0.121948 -2.25964e-12
     0.119477 -8.76411e-14     0.121848 -2.25964e-12
     0.119479 -8.75641e-14     0.121741 -2.25964e-12
     0.119480 -8.74875e-14     0.121634 -2.25964e-12
     0.119481 -8.74153e-14     0.121534 -2.25964e-12
     0.119483 -8.73388e-14     0.121428 -2.25964e-12
     0.119484 -8.72616e-14     0.121320 -2.25964e-12
     0.119486 -8.71846e-14     0.121213 -2.25964e-12
     0.119487 -8.71132e-14     0.121114 -2.25964e-12
     0.119489 -8.70359e-14     0.121006 -2.25964e-12
     0.119490 -8.69587e-14     0.120899 -2.25964e-12
     0.119491 -8.68822e-14     0.120793 -2.25964e-12
     0.119493 -8.68104e-14     0.120693 -2.25964e-12
     0.119494 -8.67334e-14     0.120586 -2.25964e-12
     0.119496 -8.66563e-14     0.120479 -2.25964e-12
     0.119497 -8.65846e-14     0.120379 -2.25964e-12
     0.119499 -8.64932e-14     0.120252 -2.25964e-12
     0.119500 -8.64514e-14     0.120194 -2.25964e-12
     0.119501 -8.64680e-14     0.120217 -2.25964e-12
     0.119503 -8.65179e-14     0.120286 -2.25964e-12
     0.119504 -8.65629e-14     0.120349 -2.25964e-12
     0.119506 -8.66078e-14     0.120411 -2.25964e-12
     0.119507 -8.66525e-14     0.120474 -2.25964e-12
     0.119509 -8.66943e-14     0.120532 -2.25964e-12
     0.119510 -8.67391e-14     0.120594 -2.25964e-12
     0.119511 -8.67839e-14     0.120656 -2.25964e-12
     0.119513 -8.68257e-14     0.120714 -2.25964e-12
     0.119514 -8.68705e-14     0.120777 -2.25964e-12
     0.119516 -8.69154e-14     0.120839 -2.25964e-12
     0.119517 -8.69600e-14     0.120901 -2.25964e-12
     0.119519 -8.70019e-14     0.120959 -2.25964e-12
     0.119520 -8.70468e-14     0.121022 -2.25964e-12
     0.119521 -8.70916e-14     0.121084 -2.25964e-12
     0.119523 -8.71333e-14     0.121142 -2.25964e-12
     0.119524 -8.71781e-14     0.121204 -2.25964e-12
     0.119526 -8.72230e-14     0.121267 -2.25964e-12
     0.119527 -8.72650e-14     0.121325 -2.25964e-12
     0.119529 -8.73095e-14     0.121387 -2.25964e-12
     0.119530 -8.73544e-14     0.121449 -2.25964e-12
     0.119531 -8.73992e-14     0.121512 -2.25964e-12
     0.119533 -8.74412e-14     0.121570 -2.25964e-12
     0.119534 -8.74858e-14     0.121632 -2.25964e-12
     0.119536 -8.75306e-14     0.121694 -2.25964e-12
     0.119537 -8.75726e-14     0.121753 -2.25964e-12
     0.119539 -8.76174e-14     0.121815 -2.25964e-12
     0.119540 -8.76623e-14     0.121877 -2.25964e-12
     0.119541 -8.77068e-14     0.121939 -2.25964e-12
     0.119543 -8.77488e-14     0.121998 -2.25964e-12
     0.119544 -8.77936e-14     0.122060 -2.25964e-12
     0.119546 -8.78385e-14     0.122122 -2.25964e-12
     0.119547 -8.78802e-14     0.122180 -2.25964e-12
     0.119549 -8.79337e-14     0.122255 -2.25964e-12
     0.119550 -8.79848e-14     0.122326 -2.25964e-12
     0.119551 -8.80781e-14     0.122456 -2.25964e-12
     0.119553 -8.82265e-14     0.122662 -2.25964e-12
     0.119554 -8.83596e-14     0.122847 -2.25964e-12
     0.119556 -8.84930e-14     0.123032 -2.25964e-12
     0.119557 -8.86159e-14     0.123203 -2.25964e-12
     0.119559 -8.87485e-14     0.123388 -2.25964e-12
     0.119560 -8.88813e-14     0.123572 -2.25964e-12
     0.119561 -8.90145e-14     0.123757 -2.25964e-12
     0.119563 -8.91382e-14     0.123929 -2.25964e-12
     0.119564 -8.92708e-14     0.124114 -2.25964e-12
     0.119566 -8.94034e-14     0.124298 -2.25964e-12
     0.119567 -8.95271e-14     0.124470 -2.25964e-12
     0.119569 -8.96597e-14     0.124654 -2.25964e-12
     0.119570 -8.97924e-14     0.124839 -2.25964e-12
     0.119571 -8.99166e-14     0.125012 -2.25964e-12
     0.119573 -9.00492e-14     0.125196 -2.25964e-12
     0.119574 -9.01820e-14     0.125381 -2.25964e-12
     0.119576 -9.03146e-14     0.125565 -2.25964e-12
     0.119577 -9.04389e-14     0.125738 -2.25964e-12
     0.119579 -9.05716e-14     0.125922 -2.25964e-12
     0.119580 -9.07041e-14     0.126107 -2.25964e-12
     0.119581 -9.08284e-14     0.126279 -2.25964e-12
     0.119583 -9.09604e-14     0.126463 -2.25964e-12
     0.119584 -9.10931e-14     0.126647 -2.25964e-12
     0.119586 -9.12174e-14     0.126820 -2.25964e-12
     0.119587 -9.13499e-14     0.127004 -2.25964e-12
     0.119589 -9.14828e-14     0.127189 -2.25964e-12
     0.119590 -9.16153e-14     0.127373 -2.25964e-12
     0.119591 -9.17396e-14     0.127546 -2.25964e-12
     0.119593 -9.18723e-14     0.127731 -2.25964e-12
     0.119594 -9.20048e-14     0.127915 -2.25964e-12
     0.119596 -9.21285e-14     0.128087 -2.25964e-12
     0.119597 -9.22618e-14     0.128272 -2.25964e-12
     0.119599 -9.24200e-14     0.128492 -2.25964e-12
     0.119600 -9.25246e-14     0.128638 -2.25964e-12
     0.119601 -9.26535e-14     0.128817 -2.25964e-12
     0.119603 -9.28562e-14     0.129098 -2.25964e-12
     0.119604 -9.30264e-14     0.129335 -2.25964e-12
     0.119606 -9.31844e-14     0.129555 -2.25964e-12
     0.119607 -9.33539e-14     0.129791 -2.25964e-12
     0.119609 -9.35234e-14     0.130026 -2.25964e-12
     0.119610 -9.36822e-14     0.130247 -2.25964e-12
     0.119612 -9.38517e-14     0.130483 -2.25964e-12
     0.119613 -9.40213e-14     0.130718 -2.25964e-12
     0.119614 -9.41800e-14     0.130939 -2.25964e-12
     0.119616 -9.43496e-14     0.131175 -2.25964e-12
     0.119617 -9.45192e-14     0.131411 -2.25964e-12
     0.119619 -9.46779e-14     0.131631 -2.25964e-12
     0.119620 -9.48474e-14     0.131867 -2.25964e-12
     0.119622 -9.50171e-14     0.132103 -2.25964e-12
     0.119623 -9.51865e-14     0.132338 -2.25964e-12
     0.119624 -9.53453e-14     0.132559 -2.25964e-12
     0.119626 -9.55149e-14     0.132795 -2.25964e-12
     0.119627 -9.56852e-14     0.133032 -2.25964e-12
     0.119629 -9.58440e-14     0.133252 -2.25964e-12
     0.119630 -9.60136e-14     0.133488 -2.25964e-12
     0.119632 -9.61831e-14     0.133724 -2.25964e-12
     0.119633 -9.63418e-14     0.133945 -2.25964e-12
     0.119634 -9.65114e-14     0.134180 -2.25964e-12
     0.119636 -9.66809e-14     0.134416 -2.25964e-12
     0.119637 -9.68389e-14     0.134636 -2.25964e-12
     0.119639 -9.70092e-14     0.134872 -2.25964e-12
     0.119640 -9.71788e-14     0.135108 -2.25964e-12
     0.119642 -9.73376e-14     0.135329 -2.25964e-12
     0.119643 -9.75070e-14     0.135565 -2.25964e-12
     0.119644 -9.76768e-14     0.135801 -2.25964e-12
     0.119646 -9.78472e-14     0.136038 -2.25964e-12
     0.119647 -9.80126e-14     0.136268 -2.25964e-12
     0.119649 -9.81770e-14     0.136496 -2.25964e-12
     0.119650 -9.82828e-14     0.136643 -2.25964e-12
     0.119652 -9.83072e-14     0.136677 -2.25964e-12
     0.119653 -9.82938e-14     0.136658 -2.25964e-12
     0.119654 -9.82797e-14     0.136639 -2.25964e-12
     0.119656 -9.82664e-14     0.136620 -2.25964e-12
     0.119657 -9.82523e-14     0.136601 -2.25964e-12
     0.119659 -9.82382e-14     0.136581 -2.25964e-12
     0.119660 -9.82249e-14     0.136563 -2.25964e-12
     0.119662 -9.82107e-14     0.136543 -2.25964e-12
     0.119663 -9.81965e-14     0.136523 -2.25964e-12
     0.119664 -9.81833e-14     0.136505 -2.25964e-12
     0.119666 -9.81692e-14     0.136485 -2.25964e-12
     0.119667 -9.81550e-14     0.136466 -2.25964e-12
     0.119669 -9.81418e-14     0.136447 -2.25964e-12
     0.119670 -9.81276e-14     0.136427 -2.25964e-12
     0.119672 -9.81135e-14     0.136408 -2.25964e-12
     0.119673 -9.81003e-14     0.136389 -2.25964e-12
     0.119674 -9.80860e-14     0.136370 -2.25964e-12
     0.119676 -9.80719e-14     0.136350 -2.25964e-12
     0.119677 -9.80578e-14     0.136330 -2.25964e-12
     0.119679 -9.80446e-14     0.136312 -2.25964e-12
     0.119680 -9.80304e-14     0.136292 -2.25964e-12
     0.119682 -9.80162e-14     0.136272 -2.25964e-12
     0.119683 -9.80030e-14     0.136254 -2.25964e-12
     0.119685 -9.79889e-14     0.136234 -2.25964e-12
     0.119686 -9.79747e-14     0.136215 -2.25964e-12
     0.119687 -9.79615e-14     0.136196 -2.25964e-12
     0.119689 -9.79473e-14     0.136177 -2.25964e-12
     0.119690 -9.79331e-14     0.136157 -2.25964e-12
     0.119692 -9.79199e-14     0.136139 -2.25964e-12
     0.119693 -9.79057e-14     0.136119 -2.25964e-12
     0.119695 -9.78916e-14     0.136099 -2.25964e-12
     0.119696 -9.78784e-14     0.136081 -2.25964e-12
     0.119697 -9.78636e-14     0.136060 -2.25964e-12
     0.119699 -9.78625e-14     0.136059 -2.25964e-12
     0.119700 -9.79244e-14     0.136145 -2.25964e-12
     0.119702 -9.80970e-14     0.136385 -2.25964e-12
     0.119703 -9.83143e-14     0.136687 -2.25964e-12
     0.119705 -9.85180e-14     0.136970 -2.25964e-12
     0.119706 -9.87365e-14     0.137274 -2.25964e-12
     0.119707 -9.89539e-14     0.137576 -2.25964e-12
     0.119709 -9.91565e-14     0.137858 -2.25964e-12
     0.119710 -9.93761e-14     0.138163 -2.25964e-12
     0.119712 -9.95934e-14     0.138465 -2.25964e-12
     0.119713 -9.97961e-14     0.138747 -2.25964e-12
     0.119715 -1.00015e-13     0.139051 -2.25964e-12
     0.119716 -1.00232e-13     0.139353 -2.25964e-12
     0.119717 -1.00436e-13     0.139636 -2.25964e-12
     0.119719 -1.00654e-13     0.139940 -2.25964e-12
     0.119720 -1.00872e-13     0.140242 -2.25964e-12
     0.119722 -1.01076e-13     0.140527 -2.25964e-12
     0.119723 -1.01294e-13     0.140829 -2.25964e-12
     0.119725 -1.01511e-13     0.141132 -2.25964e-12
     0.119726 -1.01716e-13     0.141416 -2.25964e-12
     0.119727 -1.01933e-13     0.141719 -2.25964e-12
     0.119729 -1.02151e-13     0.142021 -2.25964e-12
     0.119730 -1.02356e-13     0.142305 -2.25964e-12
     0.119732 -1.02573e-13     0.142608 -2.25964e-12
     0.119733 -1.02791e-13     0.142912 -2.25964e-12
     0.119735 -1.02995e-13     0.143195 -2.25964e-12
     0.119736 -1.03214e-13     0.143499 -2.25964e-12
     0.119738 -1.03431e-13     0.143801 -2.25964e-12
     0.119739 -1.03634e-13     0.144082 -2.25964e-12
     0.119740 -1.03853e-13     0.144388 -2.25964e-12
     0.119742 -1.04071e-13     0.144690 -2.25964e-12
     0.119743 -1.04274e-13     0.144973 -2.25964e-12
     0.119745 -1.04492e-13     0.145276 -2.25964e-12
     0.119746 -1.04712e-13     0.145581 -2.25964e-12
     0.119748 -1.04921e-13     0.145872 -2.25964e-12
     0.119749 -1.05121e-13     0.146150 -2.25964e-12
     0.119750 -1.05238e-13     0.146313 -2.25964e-12
     0.119752 -1.05263e-13     0.146347 -2.25964e-12
     0.119753 -1.05249e-13     0.146328 -2.25964e-12
     0.119755 -1.05235e-13     0.146308 -2.25964e-12
     0.119756 -1.05221e-13     0.146289 -2.25964e-12
     0.119758 -1.05207e-13     0.146270 -2.25964e-12
     0.119759 -1.05192e-13     0.146250 -2.25964e-12
